Asset,Date,Benchmark_Cumulative_Squared_Error,Extended_Cumulative_Squared_Error,Benchmark_Minus_Extended_Cumulative_Loss,Extended_Loss_Lower
BTC,2024-03-04,0.04838786330609973,0.04847622081898962,-8.835751288988752e-05,False
BTC,2024-03-05,0.05140200608057144,0.05152152062511435,-0.00011951454454291188,False
BTC,2024-03-06,0.053027052635859294,0.05310857942532817,-8.152678946887759e-05,False
BTC,2024-03-07,0.053382554241231686,0.053477353224961076,-9.479898372938972e-05,False
BTC,2024-03-08,0.053647818633257356,0.05375656502950086,-0.00010874639624350313,False
BTC,2024-03-09,0.053660628565640967,0.053769802728599526,-0.00010917416295855992,False
BTC,2024-03-10,0.05380620768653082,0.0539327771070886,-0.00012656942055778303,False
BTC,2024-03-11,0.05536894183777588,0.05555756361508266,-0.00018862177730678137,False
BTC,2024-03-12,0.05546115964312634,0.055650503396063145,-0.00018934375293680472,False
BTC,2024-03-13,0.05621612074661406,0.05643465743608394,-0.0002185366894698823,False
BTC,2024-03-14,0.05717241139115736,0.0573536730355125,-0.00018126164435513376,False
BTC,2024-03-15,0.05903968633126152,0.05923689900996548,-0.00019721267870396325,False
BTC,2024-03-16,0.05929264368750693,0.05948995712953657,-0.00019731344202963963,False
BTC,2024-03-17,0.05956677596312416,0.059760441309936775,-0.00019366534681261593,False
BTC,2024-03-18,0.05966615520762776,0.05985955591330675,-0.00019340070567899076,False
BTC,2024-03-19,0.06293790698589147,0.06318326211758694,-0.0002453551316954766,False
BTC,2024-03-20,0.06480821662900178,0.06504143392243486,-0.0002332172934330773,False
BTC,2024-03-21,0.06514241093184352,0.06534606315979262,-0.00020365222794910265,False
BTC,2024-03-22,0.06635182521744827,0.06654489140741089,-0.0001930661899626207,False
BTC,2024-03-23,0.06672916913771022,0.06692794086784928,-0.0001987717301390607,False
BTC,2024-03-24,0.06713709036904816,0.06736032494483958,-0.00022323457579141726,False
BTC,2024-03-25,0.07235816557847839,0.07264697676869766,-0.0002888111902192708,False
BTC,2024-03-26,0.07240308964048302,0.07268864415582077,-0.000285554515337752,False
BTC,2024-03-27,0.07267234250113191,0.07294080732041498,-0.000268464819283068,False
BTC,2024-03-28,0.0731873074217043,0.07344375858916502,-0.0002564511674607167,False
BTC,2024-03-29,0.07334191872540272,0.07359656430924516,-0.0002546455838424444,False
BTC,2024-03-30,0.07334218226327346,0.07359694213647884,-0.0002547598732053763,False
BTC,2024-03-31,0.0735005198264446,0.07377825416844704,-0.00027773434200244196,False
BTC,2024-04-01,0.07373059520917101,0.07401250699370075,-0.0002819117845297425,False
BTC,2024-04-02,0.07744863598031415,0.07770046973916098,-0.00025183375884682557,False
BTC,2024-04-03,0.07748881063237885,0.07774342302719951,-0.00025461239482066356,False
BTC,2024-04-04,0.07851955037022801,0.07881915408381898,-0.0002996037135909735,False
