Date,ETH_Volume
2023-07-31,4391613314
2023-08-01,7634860636
2023-08-02,6448512422
2023-08-03,4710581074
2023-08-04,4861242484
2023-08-05,2866049749
2023-08-06,2963395076
2023-08-07,5837881974
2023-08-08,5812855406
2023-08-09,5870081833
2023-08-10,3760304518
2023-08-11,3353025102
2023-08-12,2291124840
2023-08-13,3054625661
2023-08-14,4083364724
2023-08-15,4483923893
2023-08-16,4976573383
2023-08-17,14208462072
2023-08-18,9645084584
2023-08-19,4871231360
2023-08-20,4105056995
2023-08-21,5077248383
2023-08-22,7244623133
2023-08-23,7191868448
2023-08-24,5104531920
2023-08-25,5396997823
2023-08-26,2423247747
2023-08-27,2624065031
2023-08-28,4855588534
2023-08-29,11304916729
2023-08-30,5023904190
2023-08-31,6593153505
2023-09-01,6104510092
2023-09-02,2943590996
2023-09-03,3151878318
2023-09-04,3887968912
2023-09-05,4417491902
2023-09-06,4987397046
2023-09-07,4907290296
2023-09-08,4598495496
2023-09-09,2081625742
2023-09-10,4339499949
2023-09-11,7693700923
2023-09-12,6813819740
2023-09-13,4979469106
2023-09-14,5538958553
2023-09-15,4348584771
2023-09-16,2819575929
2023-09-17,3032716258
2023-09-18,5916674789
2023-09-19,4405868861
2023-09-20,5156431986
2023-09-21,5191732312
2023-09-22,3460791634
2023-09-23,2101436678
2023-09-24,3086456944
2023-09-25,4394930984
2023-09-26,3544861160
2023-09-27,5533036096
2023-09-28,6658092168
2023-09-29,5529687537
2023-09-30,3155292192
2023-10-01,5054880180
2023-10-02,8420552922
2023-10-03,4742827302
2023-10-04,5127524863
2023-10-05,5403759057
2023-10-06,4941208729
2023-10-07,2578994988
2023-10-08,3315554175
2023-10-09,7020801716
2023-10-10,5254966125
2023-10-11,5416504273
2023-10-12,5003930677
2023-10-13,4575141511
2023-10-14,2429214718
2023-10-15,2923337883
2023-10-16,8846928526
2023-10-17,5032686973
2023-10-18,4354138855
2023-10-19,5035110867
2023-10-20,6747486127
2023-10-21,4212179634
2023-10-22,5248406817
2023-10-23,14362295879
2023-10-24,15888690475
2023-10-25,9439066475
2023-10-26,11196672635
2023-10-27,7493399771
2023-10-28,4226112731
2023-10-29,4358528382
2023-10-30,7534051038
2023-10-31,6477922747
2023-11-01,10628825648
2023-11-02,9004197724
2023-11-03,7622864055
2023-11-04,4845080427
2023-11-05,8867152645
2023-11-06,8104122602
2023-11-07,9203228152
2023-11-08,6751627017
2023-11-09,24709695029
2023-11-10,14740624457
2023-11-11,10228351203
2023-11-12,7951011698
2023-11-13,14322027970
2023-11-14,13087862495
2023-11-15,12626326991
2023-11-16,14651619483
2023-11-17,11881648738
2023-11-18,8064677046
2023-11-19,7716048818
2023-11-20,12866464824
2023-11-21,13653500841
2023-11-22,13372200584
2023-11-23,7828437946
2023-11-24,12141148820
2023-11-25,5362623390
2023-11-26,8054814154
2023-11-27,10574810069
2023-11-28,9910633038
2023-11-29,8945151861
2023-11-30,8107789163
2023-12-01,10866891430
2023-12-02,9130124831
2023-12-03,8278465782
2023-12-04,16149367134
2023-12-05,15383072559
2023-12-06,12790612571
2023-12-07,14766891042
2023-12-08,12543458699
2023-12-09,10613312823
2023-12-10,7369608905
2023-12-11,17989249470
2023-12-12,11391132228
2023-12-13,12576395493
2023-12-14,12608711052
2023-12-15,10259157898
2023-12-16,6866555430
2023-12-17,7410453853
2023-12-18,10366536490
2023-12-19,10619179629
2023-12-20,12652290807
2023-12-21,12616530536
2023-12-22,16137246310
2023-12-23,7995772945
2023-12-24,9450799236
2023-12-25,8036302656
2023-12-26,10668581464
2023-12-27,14161342927
2023-12-28,15660799060
2023-12-29,12536968996
2023-12-30,6888195427
2023-12-31,6871481744
2024-01-01,6906765990
2024-01-02,12910543630
2024-01-03,19332933581
2024-01-04,11044564896
2024-01-05,10860953290
2024-01-06,5970741680
2024-01-07,6490053615
2024-01-08,13830287095
2024-01-09,14891130716
2024-01-10,29042100476
2024-01-11,22575246883
2024-01-12,23623839263
2024-01-13,12250316867
2024-01-14,9405587417
2024-01-15,9700630000
2024-01-16,11063317095
2024-01-17,10441017520
2024-01-18,11900028080
2024-01-19,11405278376
2024-01-20,5297826161
2024-01-21,4578471955
2024-01-22,13923771728
2024-01-23,16182147521
2024-01-24,10134722960
2024-01-25,9302247037
2024-01-26,9975117607
2024-01-27,5144367230
2024-01-28,7296214994
2024-01-29,8948195551
2024-01-30,10173440062
2024-01-31,10807883277
2024-02-01,8895583113
2024-02-02,7186143091
2024-02-03,4647754021
2024-02-04,5438100035
2024-02-05,7277068110
2024-02-06,9520885493
2024-02-07,9660628536
2024-02-08,9941841732
2024-02-09,13634203177
2024-02-10,6474444159
2024-02-11,7347245813
2024-02-12,13022696866
2024-02-13,18271237044
2024-02-14,21448973822
2024-02-15,23734481937
2024-02-16,17057114638
2024-02-17,17932379943
2024-02-18,23355830478
2024-02-19,15163110589
2024-02-20,20341598470
2024-02-21,18897136867
2024-02-22,18058908246
2024-02-23,12822717059
2024-02-24,10701688842
2024-02-25,14620450464
2024-02-26,17504464351
2024-02-27,21090315368
2024-02-28,32885894265
2024-02-29,28469171094
2024-03-01,16880101987
2024-03-02,12024340617
2024-03-03,13643324467
2024-03-04,26772963830
2024-03-05,47706899137
2024-03-06,34938642613
2024-03-07,22457177587
2024-03-08,26135487051
2024-03-09,11926623780
