Date,DXY
2025-11-27,99.595
2025-11-28,99.444
2025-12-01,99.414
2025-12-02,99.357
2025-12-03,98.854
2025-12-04,98.989
2025-12-05,98.992
2025-12-08,99.087
2025-12-09,99.22
2025-12-10,98.786
2025-12-11,98.346
2025-12-12,98.399
2025-12-15,98.309
2025-12-16,98.146
2025-12-17,98.368
2025-12-18,98.427
2025-12-19,98.599
2025-12-22,98.286
2025-12-23,97.942
2025-12-24,97.941
2025-12-26,98.022
2025-12-29,98.037
2025-12-30,98.238
2025-12-31,98.322
